road_addr,building_x,building_y,entrance_x,entrance_y,floor_coun,building_c,x,y,near_r_x,near_r_y,near_rv_x,near_rv_y,dist_r_rv,reco_x,reco_y,reco_dist_m,reco_method
서울특별시 관악구 대학길 87,"950276.092326","1940994.14665","950277.823151","1940992.11447","1.0","1","950277.823151","1940992.11447","950265.724","1940992.876","950265.503","1940992.188","0.720",,,,
서울특별시 관악구 대학길 88,"950257.297521","1940986.443568","950260.287844","1940986.506353","4.0","1","950260.287844","1940986.506353","950265.303","1940986.191","950262.461","1940986.493","2.860",,,,
서울특별시 관악구 대학길 90,"950255.093486","1940975.743354","950258.820024","1940976.806657","2.0","1","950258.820024","1940976.806657","950264.688","1940976.437","950261.735","1940976.789","2.970",,,,
서울특별시 관악구 대학길 91,"950278.611298","1940976.810138","950270.516764","1940972.462311","5.0","1","950270.516764","1940972.462311","950264.462","1940972.844","950264.054","1940973.391","0.680",,,,
서울특별시 관악구 대학길 92-1,"950249.925419","1940967.468827","950250.638229","1940967.405399","1.0","1","950250.638229","1940967.405399","950251.997","1940971.829","950260.676","1940967.345","9.770",,,,
서울특별시 관악구 대학길 92-5,"950248.272853","1940959.234773","950248.478752","1940960.178465","1.0","1","950248.478752","1940960.178465","950243.963","1940961.273","950260.298","1940960.108","16.380",,,,
서울특별시 관악구 대학길 92-7,"950245.962895","1940951.993302","950242.612345","1940954.031763","1.0","1","950242.612345","1940954.031763","950242.882","1940956.812","950259.592","1940953.781","16.980",,,,
서울특별시 관악구 대학길 93,"950275.052053","1940961.080324","950268.54116","1940956.535572","1.0","1","950268.54116","1940956.535572","950263.676","1940956.744","950262.617","1940956.571","1.070",,,,
서울특별시 관악구 대학길 94,"950256.195461","1940963.787291","950258.924544","1940963.124087","1.0","1","950258.924544","1940963.124087","950263.941","1940962.909","950260.650","1940963.114","3.300",,,,
서울특별시 관악구 대학길 96,"950255.559696","1940952.60845","950257.462453","1940954.129104","1.0","1","950257.462453","1940954.129104","950263.553","1940953.868","950259.592","1940953.781","3.960",,,,
서울특별시 관악구 대학길 97,"950276.644017","1940947.586611","950268.019325","1940944.63167","3.0","1","950268.019325","1940944.63167","950263.165","1940944.840","950262.550","1940945.443","0.860",,,,
서울특별시 관악구 대학길 97-4,"950285.033103","1940929.214221","950285.096073","1940931.215145","1.0","1","950285.096073","1940931.215145","950285.904","1940933.855","950262.466","1940931.350","23.570",,,,
서울특별시 관악구 대학길 97-5,"950289.790808","1940937.984207","950293.424823","1940935.14062","2.0","1","950293.424823","1940935.14062","950292.421","1940931.860","950322.651","1940935.100","30.400",,,,
서울특별시 관악구 대학길 97-6,"950292.377532","1940926.789934","950290.070584","1940928.841322","1.0","1","950290.070584","1940928.841322","950291.117","1940932.260","950262.452","1940929.006","28.850",,,,
서울특별시 관악구 대학길 97-8,"950300.198878","1940922.657011","950301.671511","1940921.860795","1.0","1","950301.671511","1940921.860795","950303.370","1940929.142","950322.237","1940921.738","20.270",,,,
서울특별시 관악구 대학길 98,"950247.513853","1940943.882022","950256.327607","1940940.103221","1.0","1","950256.327607","1940940.103221","950262.950","1940939.819","950259.844","1940940.082","3.120",,,,
서울특별시 관악구 대학길 101,"950271.820802","1940921.989221","950269.280944","1940921.981241","2.0","1","950269.280944","1940921.981241","950263.301","1940921.280","950262.739","1940921.146","0.580",,,,
서울특별시 관악구 대학길 103,"950276.345054","1940912.718678","950272.255115","1940909.94088","2.0","1","950272.255115","1940909.94088","950264.734","1940909.059","950264.345","1940910.153","1.160",,,,
서울특별시 관악구 대학길 105,"950278.053247","1940903.766487","950274.251307","1940903.881518","2.0","1","950274.251307","1940903.881518","950265.463","1940902.851","950265.308","1940903.491","0.660",,,,
서울특별시 관악구 대학길 106 상가동,"950252.415482","1940901.022801","950255.696653","1940903.992713","3.0","1","950252.415482","1940901.022801","950260.020","1940907.886","950257.975","1940906.863","2.290",,,,
서울특별시 관악구 대학길 109 홍익미술학원,"950280.062087","1940890.172606","950278.143375","1940886.785139","4.0","1","950278.143375","1940886.785139","950272.920","1940884.222","950272.872","1940882.811","1.410",,,,
서울특별시 관악구 대학길 115,"950295.60361","1940870.229513","950296.063466","1940866.31372","4.0","1","950296.063466","1940866.31372","950291.752","1940859.372","950291.455","1940860.401","1.070",,,,
서울특별시 관악구 대학길 119,"950310.547441","1940854.304077","950309.097107","1940852.976573","5.0","1","950309.097107","1940852.976573","950304.650","1940847.473","950304.419","1940848.342","0.900",,,,
서울특별시 관악구 대학길 122,"950309.873519","1940832.616664","950311.022225","1940834.054274","1.0","1","950311.022225","1940834.054274","950315.500","1940838.428","950313.371","1940836.307","3.010",,,,
서울특별시 관악구 대학길 123,"950324.444204","1940841.851866","950323.7554","1940837.985429","2.0","1","950323.7554","1940837.985429","950319.751","1940834.075","950319.732","1940838.009","3.930",,,,
서울특별시 관악구 대학길 125,"950340.661956","1940840.942987","950332.527134","1940834.005438","3.0","1","950332.527134","1940834.005438","950321.916","1940829.640","950325.682","1940826.914","4.650",,,,
서울특별시 관악구 대학길 126,"950310.851902","1940821.071276","950313.607332","1940821.597125","4.0","1","950313.607332","1940821.597125","950304.777","1940821.031","950305.929","1940821.374","1.200",,,,
서울특별시 관악구 대학길 127,"950340.788403","1940825.991648","950335.949643","1940826.026225","3.0","1","950335.949643","1940826.026225","950331.143","1940817.381","950331.330","1940821.222","3.850",,,,
서울특별시 관악구 대학길 129,"950349.994127","1940814.465404","950347.706901","1940812.151033","3.0","1","950347.706901","1940812.151033","950342.872","1940807.777","950343.955","1940808.500","1.300",,,,
서울특별시 관악구 대학길 137,"950369.341955","1940794.171359","950370.650171","1940788.281261","4.0","1","950370.650171","1940788.281261","950365.074","1940783.236","950366.870","1940783.734","1.860",,,,
서울특별시 관악구 대학길 141,"950388.507192","1940783.253448","950386.283867","1940778.629748","4.0","1","950386.283867","1940778.629748","950383.750","1940772.953","950384.191","1940773.646","0.820",,,,
서울특별시 관악구 대학길 145,"950407.265221","1940774.157313","950405.434108","1940769.319015","3.0","1","950405.434108","1940769.319015","950402.312","1940764.307","950402.186","1940764.552","0.280",,,,
서울특별시 관악구 대학길 147,"950416.52523","1940767.02834","950413.204972","1940763.406029","5.0","1","950413.204972","1940763.406029","950409.945","1940759.526","950409.843","1940759.514","0.100",,,,
서울특별시 관악구 대학길 149,"950424.965474","1940761.00481","950429.229618","1940760.286327","4.0","1","950429.229618","1940760.286327","950432.000","1940756.994","950420.491","1940751.463","12.770",,,,
서울특별시 관악구 대학길 149-1,"950435.857675","1940769.016566","950435.807059","1940764.977795","2.0","1","950435.807059","1940764.977795","950433.482","1940758.242","950447.552","1940749.305","16.670",,,,
서울특별시 관악구 대학길 151,"950435.004189","1940750.881798","950433.954599","1940747.197082","4.0","1","950433.954599","1940747.197082","950430.091","1940742.598","950437.481","1940742.043","7.410",,,,
서울특별시 관악구 대학길 155,"950446.431302","1940739.994124","950443.856201","1940735.336982","4.0","1","950443.856201","1940735.336982","950439.385","1940731.547","950439.420","1940730.715","0.830",,,,
서울특별시 관악구 대학길 161,"950463.86089","1940716.570581","950463.806643","1940714.504953","2.0","1","950463.806643","1940714.504953","950460.695","1940710.368","950461.358","1940710.282","0.670",,,,
서울특별시 관악구 대학길 163,"950472.786061","1940722.307983","950470.439024","1940717.866614","6.0","1","950470.439024","1940717.866614","950464.206","1940726.524","950464.688","1940708.265","18.270",,,,
서울특별시 관악구 대학길 168 a동,"950493.360744","1940694.523952","950494.911304","1940696.559819","4.0","1","950493.360744","1940694.523952","950486.219","1940707.933","950488.405","1940705.794","3.060",,,,
서울특별시 관악구 대학길 169,"950482.829338","1940717.327916","950487.155926","1940718.809768","3.0","1","950487.155926","1940718.809768","950493.531","1940714.190","950493.134","1940714.087","0.410",,,,
서울특별시 관악구 대학길 170 b동,"950503.834482","1940700.143626","950501.425243","1940699.074417","4.0","1","950503.834482","1940700.143626","950513.575","1940705.802","950514.475","1940705.639","0.910",,,,
서울특별시 관악구 복은12길 18,"950675.618317","1941834.950047","950676.374444","1941837.734976","3.0","1","950676.374444","1941837.734976","950679.108","1941843.519","950665.456","1941817.656","29.250",,,,
서울특별시 관악구 복은12길 22,"950688.553969","1941828.780947","950687.733932","1941833.888226","2.0","1","950687.733932","1941833.888226","950689.880","1941838.428","950709.976","1941829.705","21.910",,,,
서울특별시 관악구 복은14길 24,"950752.831437","1941836.691244","950755.39442","1941839.372297","4.0","1","950755.39442","1941839.372297","950757.229","1941843.580","950712.984","1941829.687","46.380",,,,
서울특별시 관악구 복은14길 26,"950760.99071","1941828.475351","950764.390559","1941826.821876","3.0","1","950764.390559","1941826.821876","950766.824","1941825.451","950728.205","1941803.973","44.190",,,,
서울특별시 관악구 복은14길 28-6,"950749.818292","1941801.875228","950753.562358","1941805.831872","2.0","1","950753.562358","1941805.831872","950756.743","1941807.561","950728.205","1941803.973","28.760",,,,
서울특별시 관악구 복은2길 2,"950140.204115","1941793.18273","950138.897408","1941794.896732","1.0","1","950138.897408","1941794.896732","950142.315","1941798.640","950142.990","1941798.804","0.690",,,,
서울특별시 관악구 복은2길 6-4,"950134.440928","1941781.27569","950138.191331","1941779.914925","3.0","1","950138.191331","1941779.914925","950141.323","1941777.633","950141.197","1941778.514","0.890",,,,
서울특별시 관악구 복은2길 6-5,"950142.112289","1941769.593926","950138.772219","1941767.620989","4.0","1","950138.772219","1941767.620989","950135.673","1941769.879","950137.115","1941766.558","3.620",,,,
서울특별시 관악구 복은2길 6-8,"950132.372131","1941756.106326","950135.011063","1941757.361977","1.0","1","950135.011063","1941757.361977","950137.901","1941759.675","950138.082","1941760.562","0.910",,,,
서울특별시 관악구 복은2길 6-9,"950147.403823","1941760.421125","950148.287418","1941757.019799","1.0","1","950148.287418","1941757.019799","950145.484","1941753.519","950146.405","1941755.188","1.910",,,,
서울특별시 관악구 복은2길 6-11,"950152.423253","1941767.728659","950154.265288","1941764.204528","1.0","1","950154.265288","1941764.204528","950145.621","1941753.409","950145.741","1941755.857","2.450",,,,
서울특별시 관악구 복은2길 6-13,"950163.07339","1941754.710328","950155.960294","1941750.72546","3.0","1","950155.960294","1941750.72546","950153.230","1941747.316","950154.051","1941748.486","1.430",,,,
서울특별시 관악구 복은2길 6-14,"950158.07495","1941732.99181","950153.419706","1941740.808524","6.0","1","950153.419706","1941740.808524","950156.521","1941744.681","950155.698","1941744.483","0.850",,,,
서울특별시 관악구 복은2길 6-15,"950173.862138","1941749.76765","950168.793714","1941742.433523","5.0","1","950168.793714","1941742.433523","950166.205","1941737.774","950167.369","1941740.087","2.590",,,,
서울특별시 관악구 복은2길 6-17,"950188.183042","1941741.725098","950184.114944","1941746.551892","5.0","1","950184.114944","1941746.551892","950176.162","1941732.241","950177.023","1941733.706","1.700",,,,
서울특별시 관악구 복은2길 6-18,"950172.120743","1941722.947717","950177.990122","1941725.957824","6.0","1","950177.990122","1941725.957824","950180.227","1941729.982","950180.007","1941729.695","0.360",,,,
서울특별시 관악구 복은2길 6-20,"950180.347654","1941716.401584","950184.832266","1941719.467956","5.0","1","950184.832266","1941719.467956","950188.210","1941725.546","950187.331","1941724.992","1.040",,,,
서울특별시 관악구 복은2길 6-21,"950200.45163","1941735.409214","950201.300785","1941729.951933","4.0","1","950201.300785","1941729.951933","950201.427","1941723.896","950201.265","1941723.910","0.160",,,,
서울특별시 관악구 복은2길 6-23,"950210.471642","1941733.649819","950206.973887","1941729.228156","2.0","1","950206.973887","1941729.228156","950207.083","1941724.014","950208.383","1941724.533","1.400",,,,
서울특별시 관악구 복은2길 6-24,"950192.826883","1941708.769807","950193.604475","1941712.079178","3.0","1","950193.604475","1941712.079178","950193.361","1941723.728","950193.666","1941722.292","1.470",,,,
서울특별시 관악구 복은2길 6-26,"950211.354712","1941711.714413","950212.346345","1941717.22008","4.0","1","950212.346345","1941717.22008","950212.202","1941724.121","950212.380","1941722.845","1.290",,,,
서울특별시 관악구 복은2길 6-28,"950221.769642","1941709.063469","950222.934549","1941715.720559","2.0","1","950222.934549","1941715.720559","950215.594","1941724.192","950216.074","1941725.153","1.070",,,,
서울특별시 관악구 복은2길 6-30,"950230.01627","1941724.964059","950226.477889","1941732.15825","5.0","1","950226.477889","1941732.15825","950221.459","1941734.906","950223.812","1941733.759","2.620",,,,
서울특별시 관악구 복은2길 8,"950159.376","1941778.518588","950162.531167","1941778.913402","3.0","1","950162.531167","1941778.913402","950164.516","1941782.871","950164.955","1941783.364","0.660",,,,
서울특별시 관악구 복은2길 9,"950175.962773","1941789.526561","950176.219458","1941784.252973","4.0","1","950176.219458","1941784.252973","950173.313","1941778.459","950173.966","1941781.313","2.930",,,,
서울특별시 관악구 복은2길 13,"950192.746097","1941779.62811","950187.361668","1941778.260154","2.0","1","950187.361668","1941778.260154","950184.618","1941772.789","950185.627","1941775.253","2.660",,,,
서울특별시 관악구 복은2길 14,"950176.854671","1941766.897119","950183.338477","1941766.616698","3.0","1","950183.338477","1941766.616698","950186.069","1941772.061","950185.945","1941772.589","0.540",,,,
