road_addr,building_x,building_y,entrance_x,entrance_y,floor_coun,building_c,x,y,near_r_x,near_r_y,near_rv_x,near_rv_y,dist_r_rv,reco_x,reco_y,reco_dist_m,reco_method
서울특별시 관악구 서림7길 76,"950700.991253","1941579.699133","950699.169322","1941583.015162","4.0","1","950699.169322","1941583.015162","950698.523","1941589.184","950698.514","1941587.168","2.020",,,,
서울특별시 관악구 서림7길 77,"950706.752252","1941602.436775","950704.912759","1941599.35679","5.0","1","950704.912759","1941599.35679","950705.897","1941589.956","950707.225","1941590.778","1.560",,,,
서울특별시 관악구 서림7길 80,"950716.217926","1941581.508097","950717.524797","1941585.313129","5.0","1","950717.524797","1941585.313129","950716.918","1941591.111","950712.232","1941589.750","4.880",,,,
서울특별시 관악구 서림7길 81,"950719.136818","1941603.732005","950720.343421","1941599.788925","6.0","1","950720.343421","1941599.788925","950721.205","1941591.560","950711.906","1941591.083","9.310",,,,
서울특별시 관악구 서림9길 5,"950445.213407","1941622.524334","950442.960052","1941614.996169","4.0","1","950442.960052","1941614.996169","950444.649","1941610.774","950443.659","1941611.644","1.320",,,,
서울특별시 관악구 서림9길 6,"950450.47652","1941596.805115","950448.327751","1941601.522656","4.0","1","950448.327751","1941601.522656","950444.630","1941610.766","950444.650","1941609.641","1.120",,,,
서울특별시 관악구 서림9길 7,"950460.267749","1941628.020269","950458.050711","1941621.44691","3.0","1","950458.050711","1941621.44691","950459.883","1941616.867","950459.740","1941618.204","1.340",,,,
서울특별시 관악구 서림9길 8,"950458.12001","1941600.366076","950456.121224","1941604.603266","4.0","1","950456.121224","1941604.603266","950452.411","1941613.878","950452.020","1941612.593","1.340",,,,
서울특별시 관악구 서림9길 10,"950469.031094","1941606.226793","950473.187627","1941611.330445","6.0","1","950473.187627","1941611.330445","950469.443","1941620.691","950469.439","1941619.478","1.210",,,,
서울특별시 관악구 서림9길 11,"950475.368652","1941637.142825","950471.269797","1941629.926823","5.0","1","950471.269797","1941629.926823","950474.203","1941622.595","950473.141","1941623.782","1.590",,,,
서울특별시 관악구 서림9길 12,"950482.852253","1941613.593581","950479.15134","1941618.485258","2.0","1","950479.15134","1941618.485258","950477.052","1941623.735","950477.146","1941622.760","0.980",,,,
서울특별시 관악구 서림9길 16,"950492.369605","1941618.336082","950491.932883","1941624.755293","4.0","1","950491.932883","1941624.755293","950490.232","1941629.007","950490.211","1941628.007","1.000",,,,
서울특별시 관악구 서림9길 25,"950534.237517","1941657.694138","950536.89106","1941654.691684","6.0","1","950536.89106","1941654.691684","950539.395","1941648.159","950538.460","1941648.686","1.070",,,,
서울특별시 관악구 서림9길 27,"950548.58636","1941661.889347","950551.466831","1941657.359165","3.0","1","950551.466831","1941657.359165","950552.995","1941653.372","950552.862","1941653.925","0.570",,,,
서울특별시 관악구 서림9길 29,"950557.645184","1941666.017173","950560.465177","1941664.275995","5.0","1","950560.465177","1941664.275995","950563.152","1941657.266","950562.241","1941657.530","0.950",,,,
서울특별시 관악구 서림9길 30,"950559.935232","1941640.480982","950559.419709","1941645.263204","6.0","1","950559.419709","1941645.263204","950555.887","1941654.480","950557.202","1941653.234","1.810",,,,
서울특별시 관악구 서림9길 32,"950578.243524","1941648.081314","950574.312714","1941653.999416","2.0","1","950574.312714","1941653.999416","950571.791","1941660.577","950572.274","1941658.802","1.840",,,,
서울특별시 관악구 서림9길 33,"950568.444268","1941670.264524","950570.84689","1941670.790647","5.0","1","950570.84689","1941670.790647","950574.381","1941661.570","950574.634","1941662.116","0.600",,,,
서울특별시 관악구 서림9길 35,"950580.380554","1941675.183879","950586.641002","1941674.920508","5.0","1","950586.641002","1941674.920508","950589.532","1941667.378","950588.701","1941667.357","0.830",,,,
서울특별시 관악구 서림9길 36,"950590.18357","1941653.408503","950589.007519","1941657.840526","5.0","1","950589.007519","1941657.840526","950585.887","1941665.980","950587.347","1941664.370","2.170",,,,
서울특별시 관악구 서림9길 45,"950637.685534","1941698.343568","950637.446621","1941691.754343","5.0","1","950637.446621","1941691.754343","950639.573","1941686.195","950638.945","1941686.361","0.650",,,,
서울특별시 관악구 서림9길 48,"950643.197557","1941672.704094","950643.786067","1941679.811129","4.0","1","950643.786067","1941679.811129","950641.118","1941686.786","950642.615","1941685.341","2.080",,,,
서울특별시 관악구 서림9길 49,"950645.758578","1941707.161446","950646.628775","1941701.858037","2.0","1","950646.628775","1941701.858037","950650.955","1941690.548","950651.674","1941691.277","1.020",,,,
서울특별시 관악구 서림9길 50,"950656.130251","1941678.41697","950656.086541","1941685.09107","5.0","1","950656.086541","1941685.09107","950653.611","1941691.564","950654.673","1941689.928","1.950",,,,
서울특별시 관악구 서림9길 51,"950654.761385","1941707.869636","950656.849939","1941702.970508","2.0","1","950656.849939","1941702.970508","950660.242","1941694.101","950657.033","1941693.242","3.320",,,,
서울특별시 관악구 서림길 42,"950319.904487","1941812.893417","950326.758824","1941819.358367","4.0","1","950326.758824","1941819.358367","950334.655","1941822.240","950332.624","1941822.629","2.070",,,,
서울특별시 관악구 서림길 46,"950321.140045","1941801.772576","950326.389643","1941801.979313","4.0","1","950326.389643","1941801.979313","950340.209","1941807.023","950340.539","1941804.944","2.100",,,,
서울특별시 관악구 서림길 47,"950349.777612","1941803.190272","950348.498453","1941800.253867","2.0","1","950348.498453","1941800.253867","950343.363","1941798.380","950344.509","1941798.265","1.150",,,,
서울특별시 관악구 서림길 48,"950326.251521","1941791.545375","950336.30711","1941794.440542","4.0","1","950336.30711","1941794.440542","950343.803","1941797.176","950342.496","1941796.946","1.330",,,,
서울특별시 관악구 서림길 49,"950359.768274","1941790.735421","950352.234797","1941789.434024","5.0","1","950352.234797","1941789.434024","950347.287","1941787.628","950348.792","1941787.923","1.530",,,,
서울특별시 관악구 서림길 50,"950336.827818","1941782.307617","950337.657237","1941779.260923","3.0","1","950337.657237","1941779.260923","950348.850","1941783.346","950348.428","1941782.933","0.590",,,,
서울특별시 관악구 서림길 50-1 가동,"950326.818457","1941771.327266","950329.662589","1941772.356772","4.0","1","950326.818457","1941771.327266","950304.059","1941762.697","950306.195","1941762.220","2.190",,,,
서울특별시 관악구 서림길 52,"950342.509341","1941768.957066","950346.66903","1941770.777293","3.0","1","950346.66903","1941770.777293","950352.783","1941773.433","950352.383","1941773.592","0.430",,,,
서울특별시 관악구 서림길 53,"950364.60098","1941772.924135","950363.168185","1941767.409152","5.0","1","950363.168185","1941767.409152","950356.633","1941764.570","950358.019","1941765.904","1.920",,,,
서울특별시 관악구 서림길 54,"950347.151599","1941755.814475","950350.827094","1941760.42444","3.0","1","950350.827094","1941760.42444","950357.226","1941763.204","950356.666","1941763.250","0.560",,,,
서울특별시 관악구 서림길 55,"950369.893419","1941761.601989","950367.024599","1941759.06577","2.0","1","950367.024599","1941759.06577","950360.294","1941756.142","950361.313","1941757.897","2.030",,,,
서울특별시 관악구 서림길 56,"950333.642773","1941752.462954","950335.610968","1941756.030222","4.0","1","950335.610968","1941756.030222","950356.417","1941765.068","950356.336","1941763.917","1.150",,,,
서울특별시 관악구 서림길 58,"950351.602228","1941743.962946","950355.45024","1941743.471742","2.0","1","950355.45024","1941743.471742","950363.902","1941746.493","950363.249","1941746.238","0.700",,,,
서울특별시 관악구 서림길 59,"950378.286207","1941751.784464","950373.206129","1941746.560593","2.0","1","950373.206129","1941746.560593","950364.935","1941743.604","950366.248","1941744.889","1.840",,,,
서울특별시 관악구 서림길 63,"950396.297994","1941716.566365","950385.759504","1941718.790238","6.0","1","950385.759504","1941718.790238","950384.770","1941730.118","950381.180","1941726.830","4.870",,,,
서울특별시 관악구 서림길 67,"950390.610384","1941701.93334","950387.568892","1941704.871938","3.0","1","950387.568892","1941704.871938","950385.707","1941697.076","950380.031","1941702.210","7.650",,,,
서울특별시 관악구 서림길 67-1,"950400.312271","1941700.571515","950401.263396","1941696.942923","3.0","1","950401.263396","1941696.942923","950398.997","1941692.284","950384.636","1941689.869","14.560",,,,
서울특별시 관악구 서림길 70,"950372.750674","1941695.442643","950374.177948","1941692.459547","2.0","1","950374.177948","1941692.459547","950381.206","1941695.084","950379.991","1941695.554","1.300",,,,
서울특별시 관악구 서림길 71,"950397.142344","1941686.902981","950394.935259","1941687.082203","2.0","1","950394.935259","1941687.082203","950397.759","1941692.886","950386.940","1941683.865","14.090",,,,
서울특별시 관악구 서림길 72,"950375.967178","1941682.997546","950377.436952","1941681.665834","2.0","1","950377.436952","1941681.665834","950385.060","1941685.291","950384.598","1941683.546","1.800",,,,
서울특별시 관악구 서림길 75,"950401.664054","1941668.528649","950403.031362","1941665.941035","2.0","1","950403.031362","1941665.941035","950405.845","1941662.852","950404.537","1941664.458","2.070",,,,
서울특별시 관악구 서림길 76,"950381.033749","1941661.129698","950385.604297","1941664.918688","4.0","1","950385.604297","1941664.918688","950393.061","1941668.464","950391.187","1941667.533","2.090",,,,
서울특별시 관악구 서림길 77,"950411.222576","1941655.91474","950407.376893","1941655.764732","5.0","1","950407.376893","1941655.764732","950403.154","1941660.401","950404.185","1941661.465","1.480",,,,
서울특별시 관악구 서림길 78,"950387.966011","1941655.372393","950389.376425","1941658.026225","2.0","1","950389.376425","1941658.026225","950396.429","1941661.380","950394.816","1941659.524","2.460",,,,
서울특별시 관악구 서림길 82,"950396.205808","1941628.496824","950397.380332","1941636.463699","6.0","1","950397.380332","1941636.463699","950406.075","1941639.665","950403.716","1941638.838","2.500",,,,
서울특별시 관악구 서림길 83,"950420.926642","1941632.670387","950416.301774","1941631.050479","5.0","1","950416.301774","1941631.050479","950410.089","1941628.763","950410.675","1941628.813","0.590",,,,
서울특별시 관악구 서림길 85,"950423.860449","1941617.766593","950423.605013","1941613.468214","2.0","1","950423.605013","1941613.468214","950416.684","1941610.891","950417.592","1941611.799","1.280",,,,
서울특별시 관악구 서림길 87,"950431.435168","1941618.304613","950432.502318","1941612.249545","2.0","1","950432.502318","1941612.249545","950434.687","1941606.788","950433.943","1941607.708","1.180",,,,
서울특별시 관악구 서림길 89,"950437.118368","1941593.493952","950432.126637","1941599.064339","6.0","1","950432.126637","1941599.064339","950429.816","1941604.840","950430.916","1941604.398","1.190",,,,
서울특별시 관악구 서림길 90,"950406.845427","1941595.101342","950412.743073","1941596.679847","5.0","1","950412.743073","1941596.679847","950420.850","1941599.709","950419.521","1941599.141","1.440",,,,
서울특별시 관악구 서림길 94,"950413.167125","1941579.019009","950419.814603","1941578.947863","5.0","1","950419.814603","1941578.947863","950427.530","1941581.831","950425.438","1941582.466","2.190",,,,
서울특별시 관악구 서림길 96,"950420.076464","1941562.91778","950425.605947","1941565.436121","6.0","1","950425.605947","1941565.436121","950432.671","1941568.076","950431.706","1941568.784","1.200",,,,
서울특별시 관악구 서림길 97,"950441.261264","1941572.331854","950441.960806","1941565.968326","3.0","1","950441.960806","1941565.968326","950444.753","1941559.356","950436.357","1941564.098","9.640",,,,
서울특별시 관악구 서림길 99-3,"950449.170531","1941577.320485","950453.017068","1941571.688698","4.0","1","950453.017068","1941571.688698","950456.473","1941566.504","950456.431","1941567.639","1.140",,,,
서울특별시 관악구 서림길 99-5,"950460.954589","1941581.843501","950459.549628","1941575.076872","3.0","1","950459.549628","1941575.076872","950462.560","1941570.561","950462.470","1941571.597","1.040",,,,
서울특별시 관악구 서림길 99-6,"950474.6869","1941561.156378","950473.354414","1941566.680045","5.0","1","950473.354414","1941566.680045","950468.242","1941574.349","950468.494","1941572.892","1.480",,,,
서울특별시 관악구 서림길 99-9,"950475.476856","1941591.382727","950477.614773","1941587.30076","4.0","1","950477.614773","1941587.30076","950480.708","1941582.660","950479.920","1941583.473","1.130",,,,
서울특별시 관악구 서림길 99-10,"950487.314045","1941569.752309","950487.978201","1941573.912281","5.0","1","950487.978201","1941573.912281","950481.704","1941583.324","950482.588","1941582.459","1.240",,,,
서울특별시 관악구 서림길 99-11,"950488.296965","1941599.429796","950489.315676","1941595.452831","5.0","1","950489.315676","1941595.452831","950492.572","1941590.568","950491.664","1941591.391","1.220",,,,
서울특별시 관악구 서림길 99-15,"950497.27954","1941604.197084","950499.937751","1941605.074079","5.0","1","950499.937751","1941605.074079","950504.366","1941598.431","950503.409","1941599.308","1.300",,,,
서울특별시 관악구 서림길 100,"950431.813181","1941542.526514","950433.184868","1941546.113031","5.0","1","950433.184868","1941546.113031","950430.381","1941553.287","950432.612","1941552.472","2.380",,,,
서울특별시 관악구 서림길 101,"950456.941633","1941554.871232","950455.057269","1941557.891922","3.0","1","950455.057269","1941557.891922","950451.518","1941563.201","950452.387","1941562.005","1.480",,,,
서울특별시 관악구 서림길 103,"950465.643301","1941546.991857","950464.555014","1941545.844022","5.0","1","950464.555014","1941545.844022","950456.625","1941537.649","950456.253","1941537.688","0.370",,,,
서울특별시 관악구 서림길 104,"950443.429752","1941533.162164","950444.81017","1941536.582947","5.0","1","950444.81017","1941536.582947","950451.624","1941542.839","950449.589","1941541.056","2.710",,,,
서울특별시 관악구 서림길 105,"950474.074738","1941538.969615","950474.45645","1941537.92048","5.0","1","950474.45645","1941537.92048","950465.697","1941528.869","950465.889","1941528.313","0.590",,,,
서울특별시 관악구 서림길 106,"950452.672943","1941516.621208","950455.762346","1941525.660935","6.0","1","950455.762346","1941525.660935","950462.170","1941532.282","950460.554","1941530.341","2.530",,,,
서울특별시 관악구 서림길 107,"950483.659215","1941532.148685","950486.066373","1941529.26216","2.0","1","950486.066373","1941529.26216","950489.575","1941525.303","950490.930","1941524.170","1.770",,,,
서울특별시 관악구 서림길 110,"950463.975754","1941506.208714","950467.124185","1941516.214216","6.0","1","950467.124185","1941516.214216","950472.727","1941522.198","950471.523","1941520.292","2.250",,,,
서울특별시 관악구 서림길 112,"950474.902631","1941498.845793","950478.732611","1941507.084076","6.0","1","950478.732611","1941507.084076","950483.439","1941512.342","950481.830","1941511.245","1.950",,,,
서울특별시 관악구 서림길 113,"950494.856808","1941518.19824","950494.095004","1941513.881254","3.0","1","950494.095004","1941513.881254","950488.590","1941507.732","950488.561","1941519.192","11.460",,,,
서울특별시 관악구 서림길 115,"950504.484676","1941512.834622","950501.266194","1941508.367292","4.0","1","950501.266194","1941508.367292","950495.312","1941501.715","950495.144","1941502.180","0.490",,,,
서울특별시 관악구 서림길 116,"950486.906684","1941492.254707","950489.991017","1941496.415351","5.0","1","950489.991017","1941496.415351","950494.992","1941502.002","950494.460","1941499.522","2.540",,,,
서울특별시 관악구 서림길 117,"950513.012981","1941505.54712","950509.967102","1941500.450106","6.0","1","950509.967102","1941500.450106","950504.077","1941493.870","950503.450","1941493.811","0.630",,,,
서울특별시 관악구 서림길 118,"950496.281088","1941484.417782","950497.869713","1941488.590485","5.0","1","950497.869713","1941488.590485","950503.254","1941494.606","950501.771","1941492.490","2.580",,,,
서울특별시 관악구 서림길 119,"950522.242507","1941497.204989","950518.155115","1941492.706573","6.0","1","950518.155115","1941492.706573","950512.471","1941486.356","950511.425","1941486.109","1.070",,,,
서울특별시 관악구 서림길 121,"950530.961505","1941488.853754","950526.681291","1941484.072573","6.0","1","950526.681291","1941484.072573","950521.495","1941478.279","950520.065","1941477.738","1.530",,,,
서울특별시 관악구 서림길 122,"950512.55323","1941467.618281","950517.00681","1941470.095894","6.0","1","950517.00681","1941470.095894","950523.070","1941476.869","950520.712","1941474.073","3.660",,,,
서울특별시 관악구 서림길 125,"950544.811406","1941476.80756","950541.125456","1941473.011123","6.0","1","950541.125456","1941473.011123","950535.011","1941466.181","950533.696","1941465.676","1.410",,,,
서울특별시 관악구 서림길 127,"950553.790106","1941462.161035","950550.831415","1941460.64024","5.0","1","950550.831415","1941460.64024","950546.548","1941455.855","950546.325","1941453.620","2.250",,,,
서울특별시 관악구 서림길 128,"950527.327174","1941455.538924","950532.583333","1941456.038464","4.0","1","950532.583333","1941456.038464","950538.703","1941462.876","950536.336","1941460.003","3.720",,,,
서울특별시 관악구 신림로11가길 2,"950353.184457","1941064.29399","950354.822111","1941059.921097","3.0","1","950354.822111","1941059.921097","950354.586","1941054.420","950354.791","1941054.723","0.370",,,,
서울특별시 관악구 신림로11가길 4,"950345.061911","1941064.852712","950345.000702","1941061.245614","5.0","1","950345.000702","1941061.245614","950344.726","1941054.843","950344.757","1941055.116","0.270",,,,
서울특별시 관악구 신림로11가길 6,"950335.643818","1941065.276575","950335.714496","1941060.568028","3.0","1","950335.714496","1941060.568028","950335.486","1941055.240","950335.686","1941055.836","0.630",,,,
서울특별시 관악구 신림로11가길 8,"950324.665221","1941066.572421","950328.27166","1941064.242096","2.0","1","950328.27166","1941064.242096","950329.082","1941055.515","950332.061","1941055.857","3.000",,,,
서울특별시 관악구 신림로11가길 9,"950337.729933","1941049.017151","950335.458024","1941046.484516","2.0","1","950335.458024","1941046.484516","950328.704","1941046.776","950331.013","1941048.209","2.720",,,,
서울특별시 관악구 신림로11가길 12,"950319.23225","1941044.37965","950322.931504","1941037.025284","5.0","1","950322.931504","1941037.025284","950328.273","1941036.794","950327.263","1941035.917","1.340",,,,
서울특별시 관악구 신림로11가길 13,"950333.711263","1941021.516953","950332.233418","1941021.783587","3.0","1","950332.233418","1941021.783587","950327.633","1941021.982","950328.850","1941021.804","1.230",,,,
서울특별시 관악구 신림로11가길 14,"950321.084778","1941029.043445","950321.510021","1941024.748282","2.0","1","950321.510021","1941024.748282","950327.741","1941024.479","950326.861","1941024.603","0.890",,,,
서울특별시 관악구 신림로11가길 16,"950317.71162","1941017.536404","950323.655686","1941017.466575","2.0","1","950323.655686","1941017.466575","950327.431","1941017.303","950326.483","1941017.284","0.950",,,,
서울특별시 관악구 신림로11가길 18,"950320.477484","1941004.640874","950322.845704","1941002.115455","2.0","1","950322.845704","1941002.115455","950326.767","1941001.946","950326.058","1941002.096","0.720",,,,
서울특별시 관악구 신림로11가길 20,"950319.364148","1940993.012199","950321.541594","1940990.105735","2.0","1","950321.541594","1940990.105735","950326.246","1940989.902","950325.318","1940990.083","0.950",,,,
서울특별시 관악구 신림로11가길 22,"950315.856497","1940982.261173","950320.769743","1940979.881546","2.0","1","950320.769743","1940979.881546","950325.804","1940979.664","950324.923","1940979.857","0.900",,,,
서울특별시 관악구 신림로11가길 24,"950319.046383","1940972.062678","950321.586382","1940970.425667","2.0","1","950321.586382","1940970.425667","950325.397","1940970.261","950324.532","1940970.408","0.880",,,,
서울특별시 관악구 신림로11가길 26,"950317.732775","1940961.593088","950320.76921","1940960.137741","2.0","1","950320.76921","1940960.137741","950324.952","1940959.957","950323.804","1940960.387","1.230",,,,
서울특별시 관악구 신림로11가길 28,"950313.699753","1940952.113736","950319.671074","1940952.481344","2.0","1","950319.671074","1940952.481344","950324.622","1940952.274","950323.757","1940952.457","0.880",,,,
서울특별시 관악구 신림로11가길 30,"950312.63282","1940943.819843","950319.613793","1940944.302627","3.0","1","950319.613793","1940944.302627","950324.280","1940944.107","950323.374","1940944.280","0.920",,,,
서울특별시 관악구 신림로11가길 32 가동,"950312.883891","1940934.807517","950319.593958","1940932.999849","3.0","1","950312.883891","1940934.807517","950304.383","1940928.906","950322.651","1940935.100","19.290",,,,
서울특별시 관악구 신림로11가길 34 나동,"950314.479223","1940922.240612","950319.165985","1940923.531564","3.0","1","950314.479223","1940922.240612","950323.350","1940921.870","950322.240","1940922.194","1.160",,,,
서울특별시 관악구 신림로11가길 36,"950315.611335","1940909.80459","950318.056875","1940909.457563","2.0","1","950318.056875","1940909.457563","950322.823","1940909.258","950321.829","1940909.435","1.010",,,,
서울특별시 관악구 신림로11가길 38,"950312.585054","1940900.605786","950318.29729","1940899.16404","3.0","1","950318.29729","1940899.16404","950322.393","1940898.993","950321.768","1940899.143","0.640",,,,
서울특별시 관악구 신림로11가길 40,"950311.677389","1940891.84995","950318.084582","1940893.349284","3.0","1","950318.084582","1940893.349284","950322.150","1940893.179","950321.733","1940893.328","0.440",,,,
서울특별시 관악구 신림로11가길 42,"950310.143563","1940883.273263","950317.187311","1940883.414653","2.0","1","950317.187311","1940883.414653","950322.357","1940885.952","950321.688","1940885.848","0.680",,,,
서울특별시 관악구 신림로11가길 44,"950317.78388","1940873.423857","950323.25165","1940874.451812","1.0","1","950323.25165","1940874.451812","950328.329","1940878.546","950327.325","1940878.159","1.080",,,,
서울특별시 관악구 신림로11가길 46,"950323.777465","1940864.960575","950329.790323","1940867.095873","2.0","1","950329.790323","1940867.095873","950331.837","1940864.535","950330.930","1940866.156","1.860",,,,
서울특별시 관악구 신림로11길 9,"950393.802641","1941352.000568","950387.696513","1941353.114216","5.0","1","950387.696513","1941353.114216","950383.074","1941353.577","950383.967","1941353.136","1.000",,,,
서울특별시 관악구 신림로11길 11-5,"950408.704879","1941356.659849","950407.367619","1941352.032454","3.0","1","950407.367619","1941352.032454","950408.704","1941344.092","950407.989","1941346.282","2.300",,,,
서울특별시 관악구 신림로11길 11-6,"950408.123783","1941335.52467","950408.532271","1941336.770928","5.0","1","950408.532271","1941336.770928","950407.339","1941343.862","950410.649","1941343.936","3.310",,,,
서울특별시 관악구 신림로11길 11-7,"950419.938511","1941356.602448","950418.002788","1941353.173726","4.0","1","950418.002788","1941353.173726","950419.233","1941345.864","950416.337","1941344.901","3.050",,,,
서울특별시 관악구 신림로11길 11-9,"950430.777292","1941358.066551","950430.868801","1941354.817003","3.0","1","950430.868801","1941354.817003","950432.014","1941348.015","950419.673","1941343.883","13.010",,,,
서울특별시 관악구 신림로11길 11-12,"950408.367156","1941325.340886","950413.232608","1941326.559681","5.0","1","950413.232608","1941326.559681","950419.363","1941326.712","950419.235","1941326.524","0.230",,,,
서울특별시 관악구 신림로11길 11-13,"950428.967234","1941339.303174","950429.962634","1941342.258117","6.0","1","950429.962634","1941342.258117","950429.077","1941347.521","950420.327","1941341.549","10.590",,,,
서울특별시 관악구 신림로11길 11-16,"950408.948662","1941309.225821","950414.305616","1941304.157022","6.0","1","950414.305616","1941304.157022","950419.922","1941304.297","950419.102","1941304.128","0.840",,,,
서울특별시 관악구 신림로11길 11-18,"950409.003336","1941292.707428","950413.734863","1941291.891654","2.0","1","950413.734863","1941291.891654","950420.227","1941292.053","950420.031","1941291.854","0.280",,,,
서울특별시 관악구 신림로11길 11-21,"950428.558505","1941321.444076","950424.343861","1941327.279926","6.0","1","950424.343861","1941327.279926","950419.352","1941327.156","950421.245","1941327.298","1.900",,,,
서울특별시 관악구 신림로11길 11-23,"950429.841135","1941308.126262","950424.617136","1941307.234444","2.0","1","950424.617136","1941307.234444","950419.851","1941307.116","950421.126","1941307.255","1.280",,,,
서울특별시 관악구 신림로11길 12,"950368.292599","1941336.524145","950376.060283","1941341.505058","8.0","1","950376.060283","1941341.505058","950382.552","1941341.408","950381.557","1941341.472","1.000",,,,
서울특별시 관악구 신림로11길 13,"950392.988132","1941332.313126","950388.289616","1941332.588554","4.0","1","950388.289616","1941332.588554","950381.818","1941333.308","950382.842","1941332.621","1.230",,,,
서울특별시 관악구 신림로11길 17,"950392.204346","1941309.141382","950387.62217","1941313.760948","7.0","1","950387.62217","1941313.760948","950379.743","1941314.637","950381.727","1941313.796","2.150",,,,
서울특별시 관악구 신림로11길 18,"950370.60294","1941318.93532","950375.419155","1941317.640147","2.0","1","950375.419155","1941317.640147","950380.020","1941317.129","950376.049","1941314.523","4.750",,,,
서울특별시 관악구 신림로11길 18-5,"950352.422594","1941296.732683","950353.213733","1941300.545949","5.0","1","950353.213733","1941300.545949","950351.791","1941307.536","950351.278","1941308.014","0.700",,,,
서울특별시 관악구 신림로11길 18-6,"950351.907927","1941315.546568","950356.02421","1941313.294424","4.0","1","950356.02421","1941313.294424","950356.981","1941308.593","950356.980","1941311.308","2.720",,,,
서울특별시 관악구 신림로11길 18-7,"950341.505487","1941294.798001","950340.167733","1941297.193247","4.0","1","950340.167733","1941297.193247","950333.677","1941296.029","950337.224","1941305.103","9.740",,,,
서울특별시 관악구 신림로11길 18-9,"950322.887825","1941293.368425","950328.860414","1941298.621597","5.0","1","950328.860414","1941298.621597","950333.076","1941299.378","950331.872","1941304.469","5.230",,,,
서울특별시 관악구 신림로11길 18-12,"950343.320015","1941335.74457","950342.584303","1941332.784486","4.0","1","950342.584303","1941332.784486","950340.075","1941320.975","950342.518","1941321.711","2.550",,,,
서울특별시 관악구 신림로11길 18-14,"950331.665541","1941333.741526","950335.360577","1941328.373341","4.0","1","950335.360577","1941328.373341","950340.075","1941320.975","950342.002","1941321.715","2.060",,,,
서울특별시 관악구 신림로11길 18-18,"950332.80294","1941314.610014","950334.823978","1941311.41436","5.0","1","950334.823978","1941311.41436","950341.122","1941312.163","950335.230","1941307.111","7.760",,,,
서울특별시 관악구 신림로11길 18-20,"950318.737074","1941310.127665","950322.906581","1941307.308957","5.0","1","950322.906581","1941307.308957","950323.605","1941302.305","950331.546","1941305.802","8.680",,,,
서울특별시 관악구 신림로11길 20,"950368.51436","1941300.768421","950373.784758","1941300.266131","3.0","1","950373.784758","1941300.266131","950378.687","1941299.975","950378.294","1941298.535","1.490",,,,
서울특별시 관악구 신림로11길 21,"950393.080324","1941290.327845","950386.82776","1941293.231634","4.0","1","950386.82776","1941293.231634","950378.316","1941293.738","950379.935","1941293.533","1.630",,,,
서울특별시 관악구 신림로11길 29,"950389.496242","1941252.517564","950379.672191","1941249.948291","3.0","1","950379.672191","1941249.948291","950376.074","1941250.069","950377.670","1941249.960","1.600",,,,
서울특별시 관악구 신림로11길 31,"950384.168853","1941239.849784","950381.168897","1941242.441102","4.0","1","950381.168897","1941242.441102","950375.823","1941242.621","950377.291","1941242.464","1.480",,,,
서울특별시 관악구 신림로11길 32,"950366.023521","1941243.231799","950370.891585","1941242.808384","4.0","1","950370.891585","1941242.808384","950375.824","1941242.643","950375.281","1941241.642","1.140",,,,
서울특별시 관악구 신림로11길 33-3,"950397.674835","1941239.346067","950395.230646","1941236.16202","1.0","1","950395.230646","1941236.16202","950395.444","1941230.951","950395.616","1941232.868","1.920",,,,
서울특별시 관악구 신림로11길 33-5,"950411.357652","1941240.013334","950410.73717","1941237.161469","4.0","1","950410.73717","1941237.161469","950410.966","1941231.588","950410.713","1941233.111","1.540",,,,
서울특별시 관악구 신림로11길 33-6,"950405.169794","1941222.845237","950404.977092","1941225.607177","4.0","1","950404.977092","1941225.607177","950404.742","1941231.332","950404.294","1941230.819","0.680",,,,
서울특별시 관악구 신림로11길 33-7,"950422.649423","1941226.398953","950418.226143","1941230.691236","6.0","1","950418.226143","1941230.691236","950411.175","1941231.596","950418.232","1941231.735","7.060",,,,
서울특별시 관악구 신림로11길 35,"950385.304402","1941220.183461","950379.669446","1941223.932784","1.0","1","950379.669446","1941223.932784","950375.257","1941224.044","950377.185","1941224.658","2.020",,,,
서울특별시 관악구 신림로11길 36,"950354.406999","1941233.153269","950369.164088","1941222.19804","1.0","2","950369.164088","1941222.19804","950375.207","1941222.046","950375.165","1941222.162","0.120",,,,
서울특별시 관악구 신림로11길 39,"950386.263679","1941209.130124","950380.741914","1941209.174483","2.0","1","950380.741914","1941209.174483","950380.651","1941203.416","950376.759","1941209.198","6.970",,,,
서울특별시 관악구 신림로11길 39-4,"950395.082609","1941193.090784","950393.367808","1941197.746796","3.0","1","950393.367808","1941197.746796","950393.454","1941203.213","950393.401","1941203.261","0.070",,,,
서울특별시 관악구 신림로11길 39-5,"950403.581548","1941210.411419","950403.55275","1941207.502315","5.0","1","950403.55275","1941207.502315","950403.482","1941203.054","950400.801","1941205.547","3.660",,,,
서울특별시 관악구 신림로11길 39-6,"950405.408911","1941192.15216","950404.989145","1941196.154845","1.0","1","950404.989145","1941196.154845","950405.098","1941203.029","950400.791","1941203.883","4.390",,,,
서울특별시 관악구 신림로11길 39-9,"950423.689603","1941209.529651","950421.197227","1941208.617486","5.0","1","950421.197227","1941208.617486","950419.186","1941202.806","950401.131","1941204.879","18.170",,,,
